id,question,response,category,topic,row_type,source_url,note
144,Student asked: What is the goal of YABATECH as an institution? for students,"YABATECH's vision is to be the leading higher educational institution in Africa by providing first-rate academic, professional and entrepreneurial education to students who can make positive technological and socio-economic impact.",vision_mission,vision,generated_variation,https://www.yabatech.edu.ng/vision.php,derived from official site fact; verify before public deployment
145,How does YABATECH define its vision?,"YABATECH's vision is to be the leading higher educational institution in Africa by providing first-rate academic, professional and entrepreneurial education to students who can make positive technological and socio-economic impact.",vision_mission,vision,official_fact,https://www.yabatech.edu.ng/vision.php,current as checked on 2026-05-12
146,Help me answer: How does YABATECH define its vision? for admission learners,"YABATECH's vision is to be the leading higher educational institution in Africa by providing first-rate academic, professional and entrepreneurial education to students who can make positive technological and socio-economic impact.",vision_mission,vision,generated_variation,https://www.yabatech.edu.ng/vision.php,derived from official site fact; verify before public deployment
147,"In simple words, How does YABATECH define its vision? today","YABATECH's vision is to be the leading higher educational institution in Africa by providing first-rate academic, professional and entrepreneurial education to students who can make positive technological and socio-economic impact.",vision_mission,vision,generated_variation,https://www.yabatech.edu.ng/vision.php,derived from official site fact; verify before public deployment
148,What is the future aspiration of YABATECH?,"YABATECH's vision is to be the leading higher educational institution in Africa by providing first-rate academic, professional and entrepreneurial education to students who can make positive technological and socio-economic impact.",vision_mission,vision,official_fact,https://www.yabatech.edu.ng/vision.php,current as checked on 2026-05-12
149,Student asked: What is the future aspiration of YABATECH? today,"YABATECH's vision is to be the leading higher educational institution in Africa by providing first-rate academic, professional and entrepreneurial education to students who can make positive technological and socio-economic impact.",vision_mission,vision,generated_variation,https://www.yabatech.edu.ng/vision.php,derived from official site fact; verify before public deployment
150,Quick question: What is the future aspiration of YABATECH? for students,"YABATECH's vision is to be the leading higher educational institution in Africa by providing first-rate academic, professional and entrepreneurial education to students who can make positive technological and socio-economic impact.",vision_mission,vision,generated_variation,https://www.yabatech.edu.ng/vision.php,derived from official site fact; verify before public deployment
151,What is the mission of YABATECH?,"YABATECH's mission is to produce knowledgeable and innovative graduates, worthy in skill and character, through effective teaching, learning and research for the technological advancement of Africa.",vision_mission,mission,official_fact,https://www.yabatech.edu.ng/vision.php,current as checked on 2026-05-12
152,"For a learner, What is the mission of YABATECH? for students","YABATECH's mission is to produce knowledgeable and innovative graduates, worthy in skill and character, through effective teaching, learning and research for the technological advancement of Africa.",vision_mission,mission,generated_variation,https://www.yabatech.edu.ng/vision.php,derived from official site fact; verify before public deployment
153,Help me answer: What is the mission of YABATECH? for admission learners,"YABATECH's mission is to produce knowledgeable and innovative graduates, worthy in skill and character, through effective teaching, learning and research for the technological advancement of Africa.",vision_mission,mission,generated_variation,https://www.yabatech.edu.ng/vision.php,derived from official site fact; verify before public deployment
154,State YABATECH mission,"YABATECH's mission is to produce knowledgeable and innovative graduates, worthy in skill and character, through effective teaching, learning and research for the technological advancement of Africa.",vision_mission,mission,official_fact,https://www.yabatech.edu.ng/vision.php,current as checked on 2026-05-12
155,Help me answer: State YABATECH mission in simple terms,"YABATECH's mission is to produce knowledgeable and innovative graduates, worthy in skill and character, through effective teaching, learning and research for the technological advancement of Africa.",vision_mission,mission,generated_variation,https://www.yabatech.edu.ng/vision.php,derived from official site fact; verify before public deployment
156,Can you explain: State YABATECH mission today,"YABATECH's mission is to produce knowledgeable and innovative graduates, worthy in skill and character, through effective teaching, learning and research for the technological advancement of Africa.",vision_mission,mission,generated_variation,https://www.yabatech.edu.ng/vision.php,derived from official site fact; verify before public deployment
157,Tell me YABATECH's mission statement,"YABATECH's mission is to produce knowledgeable and innovative graduates, worthy in skill and character, through effective teaching, learning and research for the technological advancement of Africa.",vision_mission,mission,official_fact,https://www.yabatech.edu.ng/vision.php,current as checked on 2026-05-12
